1,30369,1146,108710,23489,-14547,22320,-40628,17596,17271,-81733,-55991,-24009,-47825,-29977,-72836,-86927,-23994,221247,-93140,97141,204653,131815,-2991,-63282,-70888,-86228,-81650,84829
1,12152,3032,97837,-15824,-130003,129657,-12691,-239,32731,-65453,26843,-651,-51468,-5549,-69514,-86141,-29183,206652,-103157,27097,183837,114440,41447,-36061,-73767,-47567,-82210,177616
1,39967,63954,104037,5960,-175218,85794,-110859,-76056,49932,-109789,79841,-33077,-42244,-43298,-40851,-90681,15684,234621,-109392,-53757,236226,144321,-62356,89920,-64250,-61089,-78381,142242
1,57864,74033,125122,86183,-143943,42603,-128758,-61486,-105757,-119951,-106022,-67537,-51765,47267,2271,-89359,11106,219652,-68596,-109317,238553,160646,-76815,-67532,-69165,-32613,-77396,209970
1,47905,96723,119178,22425,28107,36570,-142145,-79807,-136558,-113571,-2984,-31634,-58562,-34032,-51323,-85894,9606,248410,-112907,-96038,104458,152569,-75159,-5174,-67660,-16791,-79771,198486
1,45538,82847,117764,-116367,86914,-36455,40803,-33448,24482,-16589,620,-8056,-39735,14724,-72375,-85519,18035,240592,-3349,59742,-112324,140340,96026,161666,-66781,10387,-82042,-37287
1,63140,8034,128271,97353,-64008,38515,2493,-50197,38853,-114838,70688,-7727,-43743,-46425,-56890,-87383,19928,234102,-135164,133239,93643,158051,49415,118847,-70959,-59812,-79349,68993
1,58714,81460,74190,20573,-177289,109271,-159599,-65573,-139829,-126522,112426,-34640,-58094,34728,3894,-81986,5805,-73971,-142447,60236,221080,154854,-75599,-84447,-71326,2452,-79155,91382
1,32851,-29223,87975,59976,-175148,127157,-86178,-80773,-119930,-117567,-144987,-50806,-54138,9981,2996,-87101,20204,252467,-70677,-120512,230587,143897,-63458,-47695,-65817,-76754,-76873,142542
1,3029,69773,83322,50864,33889,-13377,-89983,-83987,-70430,-129816,-61433,47030,-36840,-58626,-61714,-88537,-9327,206880,-140390,94591,66281,117601,-10666,-25631,-65610,32371,-76008,-21855
1,26479,86438,96154,76514,-178805,119811,-141552,-52645,-126031,-115286,54519,-39418,-56536,54611,-5097,-80584,10439,192882,-122766,108858,201470,153362,-52764,-67544,-71960,-240574,-76565,209081
1,39483,95680,107808,-52577,6803,94517,-128502,-53340,-145530,-120760,-40978,-9668,-64634,110146,-37304,-88461,3580,186468,-51167,111688,111701,171703,-74874,-69891,-65763,66552,-74956,205678
1,48603,89897,119594,79517,-48688,-34672,18564,-77252,-14087,-126655,10822,32826,-39848,-15952,-55514,-87290,7642,252501,2355,114059,-32115,137605,-50680,74635,-68381,67203,-76696,-12658
1,51024,-57990,121039,103584,-164661,-27277,51263,13560,25648,-125031,-142877,-58273,-43892,7911,-48518,-82572,1594,252597,-76672,-119737,225575,146752,-21329,-63560,-71616,-172574,-68954,182757
1,42494,25670,115947,-70596,29167,154911,-100237,-45650,16986,-15881,66470,-20026,-37487,-25867,-70008,-85271,-7995,214887,-137843,95889,-37833,140664,19001,14536,-69235,-119352,-81097,149665
1,-3884,64859,-87058,-19315,-11194,-62487,-16554,-87117,-77277,-82264,-136952,152073,-47057,72025,-56554,-88297,-11669,235770,13533,46646,72436,139396,-64567,-41609,-52297,48014,-81129,-45665
1,33559,91470,72833,88088,-80503,-45066,-43350,-88964,41982,-124597,32516,58519,-50116,50808,-60308,-88503,16635,253045,-4999,53404,-23057,162355,7927,-63534,-67373,55182,-79676,-51346
1,53373,85178,122441,-109540,43964,30704,-60674,-67213,28391,-76265,91977,-33570,-41939,-47520,-63858,-85185,-862,229096,-118551,101932,-49162,162700,151488,124344,-69955,-30068,-81973,75530
1,28302,76029,104482,10565,46910,24723,-138002,-35702,-110135,-122672,94629,161095,-22597,-68619,-51619,-90583,-13579,227098,-151324,113717,103468,143575,-19041,50923,-58982,-48441,-76725,-3443
1,54503,54055,109934,-81324,-173649,30391,-17876,-51822,-47750,-116129,-147769,-48582,-47269,-4318,23123,-88902,3817,243794,-63256,-117293,217166,149916,-32078,-13090,-64896,-161265,-74859,229311
1,9929,-13414,-95956,95196,34936,-53261,-146490,20804,32876,-101007,-137165,183553,-47055,-6882,-67364,-88509,-27472,211296,-132606,-14575,57058,141190,-50294,-68518,-53438,66485,-77627,16979
1,34804,-122676,111357,59712,-176899,53933,-88550,-58293,-34097,-114055,-154202,-55513,-47605,-11156,-43990,-88123,9199,234671,-23544,-103572,223548,151307,-7219,-15749,-63954,-82485,-70507,210067
1,37072,49346,112711,85563,-73616,127940,-111677,-30522,35381,-102448,-129053,4252,-47516,-11358,-60136,-86675,-14545,226241,-138542,87009,76936,135376,13621,52021,-75063,-72970,-78254,37172
1,48187,32632,102522,25811,-176549,70123,-37713,-47006,-88246,-111024,-150478,-44032,-48522,3291,20242,-90709,15255,231029,-109230,-125269,228779,138603,-11603,-48911,-67529,-87302,-75391,225057
1,52244,86311,101924,-12623,-172746,154643,-157576,-42037,-156381,-120296,60307,-30625,-59218,47246,-16691,-85283,23,-85398,-128191,50973,245954,181495,-80807,-61250,-68430,-140847,-74314,158908
1,35175,12131,111579,-117954,-164960,83233,-20695,51489,96164,-79418,-37690,-20627,-67454,128537,-66431,-73905,-35794,202063,-110439,47389,190677,114324,-77633,-43367,-71696,-34019,-80612,60367
1,46799,83069,118517,-103211,-156452,147365,-98779,-78825,-145789,-98687,101679,-49468,-59914,155864,31808,-80936,12555,250948,-96900,-114621,232377,177619,-27237,28470,-71092,-265529,-81778,223578
1,18073,46420,-86523,-62525,50288,-66656,-110979,-90084,-1072,-112660,-151439,174792,-42905,23987,-62848,-87713,-24480,236947,-75132,116588,116811,139448,-68298,-46531,-57366,73081,-76953,-20939
1,30788,7603,108960,39952,-144288,149675,-37135,-50731,-17817,-63990,29077,-47957,-62242,143894,-35802,-80081,-17903,193969,-98981,-117748,223070,148487,-35326,23030,-66144,-190729,-83829,187929
1,59314,91610,121594,-138802,35904,47668,-151379,94270,63981,47389,112777,58241,-47485,-18181,-78847,-85129,-17696,239856,-13635,128416,32770,135982,-8608,-55827,-70240,-45886,-84829,19300
1,-32141,9467,71398,-18082,-13278,-54352,-149230,-21703,-15718,-112400,-147492,150161,-31726,-53074,-63587,-90607,-25912,176104,-140423,93908,49160,108470,-64106,-68640,-57820,20944,-76694,-21913
1,-11795,37037,67522,-114938,-172804,86942,-7954,120190,80494,-26458,7634,-48705,-69647,115146,-54575,-65467,-35917,197160,-16678,16801,165488,98406,-69675,45059,-72194,-45093,-79206,180446
1,35468,83608,111754,74676,-84899,31357,40461,-89189,39633,-112203,46179,6068,-46157,-19536,-49661,-85293,26332,245117,-12888,116090,-94038,157661,-20565,126460,-69144,63210,-80171,-21517
1,6049,-711,-119543,-96556,91099,-64634,-89305,-93208,14798,-91545,-141088,165670,-50479,31485,-61903,-87532,-16558,227286,-17264,91709,33666,125044,-61222,-55851,-55411,24291,-78179,-51598
1,24572,-70138,105250,25793,-155017,48864,-39633,-70512,-104245,-126723,-44467,-16141,-43584,-25451,-47194,-85935,23934,228089,-50227,-65422,188872,141733,-58733,28917,-65427,-27112,-76842,44500
1,5783,10415,94035,95525,-139226,76038,-30706,-14981,4400,-110741,-126507,-1343,-48071,18937,-48943,-87636,-13973,208966,-107571,22412,190176,135766,2614,-31815,-73666,-76169,-77098,139370
1,27744,39770,107143,55535,-156689,98974,23869,-47656,-12900,-113569,16937,101596,-43512,-53522,-58607,-87608,15473,211912,-139924,69069,167525,129434,-3046,124160,-69105,11074,-78972,49647
1,61468,86356,94124,90509,-182702,90239,-58185,-72512,-96468,-123295,109436,-45220,-54587,89450,-19999,-83208,20415,136162,-135293,-102389,240216,168432,-74520,-45777,-69762,-48593,-81026,234002
1,44156,82417,116939,-138354,53872,1351,73998,86818,35813,-39905,96528,13685,-50107,6594,-78645,-86458,-2886,234065,-1279,118576,-96248,153955,85711,36991,-70526,-17392,-82756,-39162
1,27006,86812,101481,-26250,20809,-28595,-160253,-76527,-164198,-115020,57227,83953,-63757,1490,-59180,-90011,6113,238730,-134421,114181,15532,123282,-79018,-37114,-67775,50031,-79819,206685
1,44845,42967,104843,74502,-179636,84365,-132341,-70525,-139698,-122998,22090,-37455,-55249,48929,-20152,-87497,8793,140475,-137040,-112794,240091,171235,-80309,6513,-67818,-27195,-77864,222737
1,8792,73868,93690,-31264,43135,60467,-130902,-24638,-90013,-122793,-3999,156040,-20712,-68718,-50835,-90424,-16272,219268,-147084,104084,105920,131587,-24886,36791,-61402,-13657,-78682,-12323
1,-14893,-18081,-94349,-56056,36206,-70303,-129280,-33931,21423,-90617,-158875,180999,-49726,31960,-70138,-87172,-28531,237975,-76992,112690,127855,141268,-57843,-6775,-55181,44229,-79298,26388
1,43784,98385,116718,2930,103616,-35985,-169300,-82202,-157997,-117617,37409,101505,-62782,-43917,-57295,-88050,15502,247492,-140672,126503,107199,161400,-75077,28187,-63884,5185,-78926,199282
1,45849,-5097,117950,-119964,20369,-30967,-96168,40713,72902,-12583,91441,-11244,-47873,-44556,-75968,-82750,-32681,222232,14482,57767,100494,142114,-32731,-80881,-72310,-45166,-83946,101354
1,43618,22464,-18365,-51646,115420,-54946,-80063,-76832,-79673,-125281,-58438,137326,-42896,39461,-44929,-87109,-12053,256649,-57099,96386,-57757,142892,-54051,-66117,-63231,59163,-80036,-28297
1,7956,73274,94386,-17470,-164144,50795,-155042,-32502,-157493,-122523,80489,-27927,-58928,84031,-22143,-86730,1132,-83909,-125480,38907,177871,144228,-76574,-81006,-65741,-90021,-75861,185100
1,-93314,-16694,-24976,-19303,16761,69181,-2342,42654,-22283,7054,6742,-63814,95201,73877,117919,132847,-101306,-23895,-146414,23129,35929,48151,-7391,-29211,-71581,-102468,79674,-85116
0,-405152,-265704,-236868,-171197,-257395,-90169,-242642,-182140,-156564,-234394,-232592,-84730,-115607,-101065,-94903,-95259,-259185,-156977,-269843,-168172,-222315,-190006,-83873,-98833,-72706,-407341,-92246,-178086
0,-15237,43075,71263,-125195,47230,117425,52864,-117100,64381,83240,41167,18007,2934,-56621,173294,-80730,163918,100337,-99348,6808,158969,-8978,-79281,-75491,-72351,-15473,-3992,-47636
0,-21434,-57788,-152255,-140376,-109447,111073,50193,57090,-160916,73447,-58312,-81770,-101048,-87353,-86051,14855,-90525,-142214,77746,55589,151985,-121049,-85114,-96771,-85006,697,-5819,-90687
0,-361084,-210250,-138885,-107994,-190088,-90352,-146450,-111901,-148882,-130626,-133229,-81971,-78076,-72222,-96931,-76949,-85831,-134833,-148267,-165823,-93771,-130812,-64487,-82430,-77896,-301331,-100324,-91941
0,-348299,-192684,-170814,-156032,-141626,-92256,-153508,-118545,-246960,-126750,-239736,-62274,-77741,-59979,-110824,-74063,-1942,-87184,-184270,-151986,-107854,-194079,-34919,-93814,-67599,-310600,-85756,-216098
0,-327545,-199435,-110479,-157248,-209219,-89288,-163062,-97104,-231080,-121361,-139583,-76398,-60528,-45953,-112645,-60177,8017,-66943,-126796,-117970,-263871,-178721,-157906,-84320,-69396,-316813,-121391,-211913
0,-284663,-186869,-120924,-61865,-135616,-96355,-118007,-169804,-236851,-96434,-159301,-72698,-56390,-22077,-110210,-80428,2682,-71003,-78696,-83999,-95240,-169245,-21886,-70962,-74501,-220668,-60792,-181118
0,-307692,-175839,-171525,-201116,-201766,-86133,-172852,-171557,-253177,-190739,-142306,-31573,-39565,-44024,-116209,-35901,-4677,-52792,-160438,-119253,-160747,-149978,-161398,-89172,-69500,-250379,-136068,-197758
0,-314033,-192226,-142253,-167371,-208676,-94199,-168992,-94565,-224523,-148075,-147717,-66188,-43675,-46020,-111616,-56492,-11572,-53766,-99767,-162225,-162481,-128973,-102201,-87563,-69975,-213122,-35290,-194648
0,-341055,-194531,-168463,-164857,-168473,-94143,-158433,-112914,-215275,-122690,-146521,-64786,-71973,-47240,-110739,-78835,-1166,-80119,-176110,-150600,-100303,-188538,-54404,-94396,-70160,-307092,-75389,-213502
0,-100279,-25024,-75419,11373,-20358,-89270,27981,-119806,23891,-73177,-158016,-81642,-50756,-43110,-108727,-86591,33746,103687,8355,24591,73568,-42145,-76574,-78683,-77833,-47736,-66907,110381
0,-338056,-199631,-168360,-160967,-262400,-91747,-170053,-104703,-253945,-124834,-156344,-71342,-75906,-48375,-108824,-55067,16279,-80186,-186199,-165938,-222348,-206565,-146010,-91007,-65702,-265074,-116489,-218317
0,-323169,-184724,-170565,-172141,-225262,-90556,-214244,-118844,-248056,-129935,-141987,-79349,-81571,-50664,-110542,-82164,12910,-76504,-101581,-148527,-230060,-190040,-73426,-73580,-70378,-287691,-124998,-197634
0,-308948,-158150,-99990,-158593,-134573,-90418,-212985,-113741,-235602,-150765,-137017,-80227,-56438,-39964,-107634,-67709,10267,-48806,-144998,-134377,-56457,-137315,-77073,-66761,-75375,-227767,-136075,-110755
0,-336146,-199661,-171009,-173494,-203324,-88802,-169307,-186218,-255461,-175024,-147831,-73696,-66069,-52399,-111676,-112814,-1827,-83852,-173300,-81994,-183954,-198539,-128937,-88508,-67967,-239321,-72779,-215948
0,-98246,-2201,-94598,36839,-53939,-91093,-78653,-78487,-39663,-80947,-134075,-58797,-69060,-9452,-107992,-85887,52483,-47412,-17432,21820,22687,-81688,-60890,-40357,-75211,-213718,-70915,105720
0,-279611,-150268,-163995,-165281,-113316,-87188,-189447,-120437,-220597,-202740,-143364,-83479,-33721,-61150,-109478,-73882,-3428,-31023,-137192,-118735,-194836,-97637,-80562,-48749,-76013,-167997,-57850,-83460
0,-252148,-143013,-139992,-145349,-205200,-89994,-177587,-113738,-161406,-89872,-169247,-80237,-63106,-58430,-107165,-87680,49183,-34940,-59371,-88538,-106058,-142267,-80540,-57663,-76702,-227343,-59426,-67080
0,-294911,-191898,-85446,-144519,-241303,-88330,-171180,-115907,-248162,-138824,-153195,-64819,-67329,-54046,-110801,-42475,8107,-87945,-171659,-113426,-130526,-192341,-157610,-89166,-62353,-261364,-66261,-199559
0,-61652,-64064,-33369,-11221,-81717,-94338,-166404,-109043,-59367,-59322,-167611,-80646,-18061,-5269,-107383,-83357,26595,147487,53844,103719,-30857,-1812,53048,-35895,-72689,-219156,-75579,47224
0,-275320,-198389,-175936,-167616,-212605,-83871,-162863,-89518,-247781,-167082,-172681,-64673,-24150,-54682,-116395,-47288,6271,-30179,-73144,-45773,-55837,-81274,-100393,-84069,-69904,-168390,-69851,-206209
0,-312175,-160550,-124190,-124800,-190295,-93302,-171704,-51037,-192777,-139422,-153043,-71307,-75482,-51864,-110088,-73691,547,-53637,-95047,-85552,-133472,-67655,-65309,-86268,-66734,-265356,-116871,-168342
0,-103387,-121566,-65859,-142638,-117444,-90297,-141940,-119866,-182302,-154610,-138162,-81584,-70530,-36391,-108274,-74728,14924,94427,29039,54774,90747,47908,-78711,-66882,-76100,-201310,-84512,-86057
0,-254540,-199599,-171364,-162679,-207205,-88844,-168568,-102152,-240281,-121879,-111997,-74720,-6152,-32464,-107856,-31929,-2728,-46525,-153650,-57557,-153338,-107285,-124006,-81194,-68532,-170168,-27372,-202088
0,-342681,-203701,-143495,-144232,-248386,-88241,-171571,-161992,-253359,-131920,-168029,-67916,-66609,-52569,-111051,-57274,5934,-81705,-171435,-138148,-71897,-196967,-152807,-91280,-60525,-305494,-71485,-206442
0,-7787,22881,85935,77195,18302,-88842,17511,-119983,4622,-72722,-160409,-82386,-27371,-52302,-108374,-81492,18957,133629,-19400,74402,114856,10637,-80503,-78828,-77668,-22401,-60109,38567
0,-268271,-123034,-129274,-83692,-103031,-91699,-166768,-83150,-89579,-94028,-137374,-76542,-32080,-54148,-112964,-64009,-2598,-41280,-96412,-59853,-9278,-12497,-29900,-80285,-70398,-227928,-31022,-33904
