2,4821,2983,2986,2525,2686,685,2826,442,2188,2061,2865,4263,4717,3520,3358,1533,3634,3835,200,3421,595,589,2503,4935,3797,3104,549,1940,2049,1468
2,4044,4199,2107,2916,2672,2042,3852,1657,2144,1792,4793,1679,646,2642,3838,1639,2957,4334,4712,4019,2104,274,4164,1611,2015,249,2493,1734,4698,3951
3,3996,1717,3034,2182,1263,4732,762,1178,3988,872,402,4147,341,1032,4607,3257,3343,3993,4140,3551,4577,2960,1684,341,2702,1631,2783,3549,2572,2640
4,1429,4139,4396,3412,4597,1915,607,596,1953,3427,3700,298,1496,393,1486,4098,377,3330,160,3979,4969,3409,4427,3357,1513,1755,97,2645,796,174
3,4063,602,4511,2921,4096,2235,3098,4139,4257,3943,1016,3228,479,1533,549,49,243,4655,2430,2002,2260,3118,877,4543,4437,829,954,4287,3861,255
0,1191,1864,3037,4578,249,2812,4523,3424,4637,4998,3796,4053,1901,4683,2621,1928,636,644,4705,2095,3545,538,2255,1568,1578,1532,3320,1972,1308,186
2,2392,3399,1158,1688,327,2917,4843,4216,2425,4801,4852,3451,2341,4441,3631,2115,1147,2577,4505,2375,1467,1052,3461,790,3260,2561,1737,4223,3951,1261
2,3769,3202,3751,3440,4175,4308,1959,1890,1929,2411,3017,676,2985,548,3521,4362,2218,1459,1366,2052,2334,2128,1418,1740,800,3015,2245,817,3139,970
3,539,1762,1003,176,1599,4089,2556,3188,2507,2114,3401,2457,3390,4078,3959,2343,66,1845,4047,91,879,3740,4999,4331,3401,4130,3891,1118,256,217
2,981,851,3244,788,3549,2572,2659,3742,238,464,3206,4140,614,4686,4544,3387,4283,4623,4345,4056,2188,2712,1961,2029,934,4714,3265,4704,981,1940
2,1372,2977,2969,455,2837,4079,4807,1966,3377,4313,4785,2787,4111,4815,4279,3404,79,2747,3730,2535,2818,2272,2440,3699,1939,1740,150,3785,24,2721
4,2702,2300,2661,3092,4022,3207,1455,2976,335,2277,2231,3414,567,4545,3528,3673,3290,3120,2982,2242,1008,4026,4795,1615,2964,4469,4347,2877,444,4917
3,1142,3615,3891,1707,4035,4344,4575,1875,4529,2294,3097,1830,1490,1495,2245,1496,526,3905,2515,3278,3090,2125,3779,2051,4543,2543,2413,3924,1678,3306
2,4587,521,4547,2927,25,1118,3990,2729,3239,894,130,1424,2614,4686,4921,2661,2997,1951,1516,2967,3541,3748,4464,1009,232,2768,1401,3790,3466,4963
0,2251,684,3014,53,4301,7,2310,4199,4011,198,1489,2715,922,1711,2408,2142,987,3587,2607,4455,2739,4585,395,1876,4738,4590,1830,5,4139,2608
2,1550,1495,474,756,4045,1849,871,4570,3769,2690,450,2177,4328,2007,2458,1271,4311,2948,1338,993,255,3293,737,273,2840,2431,2870,2739,3745,4723
3,816,116,387,3082,3341,3391,2616,93,4487,2679,3577,3684,241,1453,1222,3703,4265,3008,1732,464,2259,317,4001,1915,1814,1114,4264,4196,3338,3303
2,803,2809,1339,4123,3022,2002,589,2667,1676,3740,4564,1184,369,1477,872,1931,4332,79,2002,1003,4286,1080,383,3734,4853,1798,2855,2355,1982,3019
2,4823,3055,1302,1934,3109,2660,184,1994,1730,2761,3372,4675,700,2574,4889,4112,2650,164,793,1586,2973,2734,1894,1921,3994,2708,1898,4862,3199,1051
2,4568,3389,4761,843,3695,3415,2571,4454,56,1568,4108,4714,3599,1861,92,156,4426,1790,2319,1969,4676,3682,1476,471,4913,1164,1646,3914,4940,3737
4,1044,242,3154,985,1662,106,4497,3463,4413,4248,3020,1279,4045,2970,2904,4412,4693,3159,3522,648,3866,4685,3692,698,1317,3872,3465,3079,999,781
4,1069,1981,2328,3150,318,4250,499,856,668,351,4488,4699,1997,190,3056,1065,3355,459,3244,499,1406,4965,1848,2489,2828,2830,1159,3251,4324,4594
1,3539,4799,4279,637,3004,34,3735,3136,1434,4428,314,3853,3392,2760,282,1432,2935,1296,669,190,1958,2982,3442,1484,1227,3624,3087,2452,1955,4791
1,2994,1976,867,3585,2710,715,3385,2404,1616,3188,4370,384,1708,307,2677,2281,49,2122,1950,4225,4382,4436,406,984,3963,2525,3648,210,3756,4828
3,2361,4541,4452,2728,2783,669,1341,3535,3926,397,2305,1561,1683,4053,4912,4557,4813,2827,589,393,2287,100,4065,3504,2249,1429,452,2865,621,728
0,1418,1780,4381,2614,1028,766,4866,1359,1216,3907,410,4178,1606,448,3108,4491,1626,4061,2745,330,2545,270,4171,3179,4163,649,3883,4863,4156,3947
4,821,4931,297,1209,4990,4139,1670,3577,4463,2137,397,1295,3226,943,4672,4132,3884,1963,4529,880,3361,4228,409,1574,4987,1289,1248,1248,2207,639
0,2585,4453,4403,4547,623,375,3135,1581,443,511,4651,4359,4592,1949,3042,3453,4064,179,4431,2296,2418,2486,3633,3586,3688,2555,372,4406,4030,2768
3,4913,87,2257,3098,3912,2015,4253,4074,1025,2170,2298,4123,4386,1139,3755,3386,4428,1181,4720,4764,1930,4222,1558,884,1493,4221,1252,624,360,3836
4,1478,99,3888,961,1848,2668,1762,4251,1254,2616,2768,3222,4888,553,585,3086,2521,2077,2751,1944,3689,2536,4382,1630,270,4111,2884,45,4218,1619
2,3270,4107,1049,4018,2710,86,332,2659,4482,1240,2266,150,2311,3255,98,2455,3230,39,1852,2436,630,4196,984,1302,2482,3492,99,917,1249,1288
1,4068,2740,4959,2379,4400,2836,4754,3049,1196,3034,3450,460,2784,2392,3114,4555,4093,1574,582,348,1057,2918,869,2002,2793,2356,2704,4389,4497,3733
4,527,1985,2719,3090,3819,3027,4992,2753,4461,2581,2668,3125,4073,2412,3244,4066,4335,261,2844,3856,2515,3994,1934,2398,4799,820,1912,4116,1440,2694
4,939,2449,924,3773,4757,4435,1276,895,623,4388,4200,4942,1063,808,1828,174,494,4756,839,4309,2629,3161,359,4236,1474,3544,2814,4802,2318,4287
4,3973,1006,1241,1418,587,1157,2905,4772,2199,869,1713,3332,2412,4393,618,1065,4309,4135,3519,3937,1417,4536,2734,1354,4638,3588,3108,1378,4592,126
2,3785,1005,3969,3116,904,1192,1220,711,606,2339,3927,4801,339,1809,1596,1639,1011,4645,3614,1061,2472,1566,3396,4003,1740,2750,1174,2239,3918,126
3,4317,1650,4351,2108,4010,3632,4577,4979,3527,11,3255,3609,838,4818,1615,155,3400,2123,2219,865,1431,1666,1842,4391,1935,3270,1118,1134,2630,1263
0,235,2620,1705,2362,231,2263,2278,3338,3802,3856,2557,2321,4701,4759,3741,2077,903,3310,1630,35,3371,3546,2987,4819,577,274,117,692,4921,1746
2,1008,2027,4356,3499,4863,1839,1445,4570,4340,1162,3226,4926,1143,2646,814,1289,1808,4011,4705,3314,1172,2874,789,3728,1730,3959,720,3220,4835,4270
1,3422,4572,2438,694,4566,774,4055,3802,1447,4902,4958,554,4591,656,417,4672,3591,3048,3821,3138,3913,346,2885,2856,4288,17,2732,2199,475,774
0,2128,4186,4671,4338,1377,2822,190,1056,696,3138,2066,1473,489,154,1376,1339,2892,1267,2485,4690,4987,2454,915,4982,3633,3798,3977,4008,2951,548
4,3300,3440,371,4775,281,3297,3814,340,1627,3101,4446,551,701,944,2891,262,4443,4571,1383,4426,4337,1352,3162,3214,4688,4208,3435,3765,1889,2925
1,4309,465,1167,2787,1091,3430,116,1415,1653,2809,1699,1641,1664,575,3759,4426,4332,2723,4826,4616,2338,1270,4769,3120,202,589,2979,1996,3193,3346
1,3737,3418,2556,3080,2021,1532,2648,4405,1837,4907,191,4921,1595,1250,998,301,4237,4599,1106,4315,291,1398,4178,2484,1064,633,1940,1440,3393,3394
3,4639,2836,3228,4960,3696,374,2611,841,260,397,3283,3858,4158,1537,3771,3573,4789,1131,991,2814,4043,3968,4309,1802,3316,2570,48,2371,4058,3442
4,1905,2698,13,1657,106,4822,3595,1967,3935,2449,817,1073,3351,1093,1304,2604,2662,4297,3197,2952,1647,1922,225,2830,3780,1924,1519,3634,3745,3111
3,1179,259,2408,223,2268,327,4919,3589,844,3691,2394,4580,4204,465,2585,4917,3483,4983,2525,3789,4699,4477,4235,3804,306,3866,1706,2423,709,1983
4,1960,3389,3429,1115,1465,174,3289,139,3732,3844,4075,2281,1161,4614,4862,2724,3993,1156,2474,1469,1144,3738,2210,1861,1955,4924,3564,1282,2861,628
1,525,4461,4022,4039,2780,1168,950,4866,3927,504,3579,2239,791,2379,1715,903,2516,2392,4015,4503,975,628,4220,3614,4380,4692,675,1561,4550,4801
2,3082,597,3823,2851,429,2209,4278,4929,4584,2866,362,4556,1523,3004,2262,2350,2442,3961,3646,4113,181,2585,3853,2318,3907,3089,3697,4027,1622,4106
2,1303,4035,4815,2576,4285,3199,3687,1509,2707,410,4724,1764,307,3501,2232,4871,604,2622,1761,4942,3633,4171,4313,220,1389,3985,3269,1063,1408,2083
2,1752,900,2105,4017,798,4904,742,2547,3187,1774,270,3911,1270,2455,1761,3842,1731,1389,992,1425,1249,870,3685,2859,1,825,2845,4636,1367,4887
4,3419,2840,1228,354,1566,4498,4309,497,1314,3952,3370,4387,3286,3204,2723,144,617,556,3562,2870,901,1523,4886,1817,3537,3881,4208,3315,623,2236
0,207,1029,3694,1862,770,1026,1910,2363,1464,2116,3396,861,2552,4195,2895,4102,986,2079,1438,2518,4415,1178,2621,3201,1919,173,3407,163,3466,1251
2,4574,3733,1911,2369,691,4345,954,2602,4042,2598,1980,548,654,2502,4123,2064,2085,862,3690,562,2915,1323,1033,927,164,944,3935,1794,1189,551
0,4831,3455,143,446,4072,1797,3428,1109,2454,1314,4269,3586,1570,3839,4289,1547,1795,4805,921,2526,1059,3652,1082,4294,3320,629,3898,1167,2476,3437
0,2955,3956,4025,3055,1383,3971,745,1619,4762,127,552,2841,3295,848,2656,3004,4473,2829,4088,3785,4846,1949,3542,3383,2928,4537,3035,4978,174,1373
3,4304,3132,2950,3935,4908,4255,986,743,515,4133,2679,3160,4446,1686,4853,1419,1442,1885,2897,2669,4042,2106,1452,1194,3207,4725,1234,3532,2832,2923
3,3119,143,259,736,3075,303,3717,1497,2657,3035,460,2153,3159,1951,4555,2157,1667,4352,747,2866,4822,2911,1433,1921,3185,3230,2520,2967,1514,4614
2,3540,3271,2419,1637,2508,4749,371,2241,2131,4287,4875,883,127,356,3816,267,3322,4765,2192,1066,4101,2065,612,162,451,178,2697,123,2030,3063
3,1736,3949,4452,2297,1338,4658,635,1112,4947,3068,1540,2629,513,4114,4993,3201,1313,141,3335,801,2846,3608,2951,98,435,3511,4823,559,997,4027
1,3595,2926,3927,2497,79,3064,840,2378,333,3981,1874,520,2104,3792,2516,4812,4939,4232,2491,1049,4713,4086,212,3716,4281,3706,1921,4380,3386,2121
1,4417,3220,889,1649,1195,3556,2071,861,816,49,3523,1520,3458,3625,4387,1491,3125,3056,1414,4458,1891,4784,516,1243,3885,2812,4858,843,1821,3585
2,2523,1913,1860,1492,3727,2529,3315,3105,2186,2740,3317,633,3827,602,2022,4026,4365,4786,4927,1612,2848,548,3180,40,353,518,2243,3088,10,2303
2,4743,17,582,3032,3317,1562,2885,2476,3104,1586,1697,3331,1928,3401,151,1718,1081,424,3592,3903,3923,1388,243,3589,2876,1867,3733,1080,4647,3629
4,1921,3658,4466,4466,4800,4181,1635,611,222,3316,1162,4685,1412,1310,1942,3280,1234,4947,1462,709,3832,2353,2749,725,2462,2581,4621,4442,223,3854
1,3618,2576,470,3872,346,1939,201,3894,4803,665,384,4863,662,2591,363,1273,101,1161,574,150,2777,4458,3456,4140,272,2456,3064,1693,2632,4780
2,4437,4419,1803,2855,405,4,3672,403,201,3326,4629,3987,1597,1477,3093,3237,3451,2769,4693,2078,98,3326,3713,1601,1277,3115,4499,1575,4429,3507
3,4570,1268,1160,520,4048,4882,2457,3391,2596,4903,4640,4842,4795,184,1625,4044,3179,2090,3355,3328,1726,575,496,1017,916,1654,4723,3444,3809,2958
2,3788,1976,688,495,4347,2232,216,3523,1695,2278,2075,485,2473,2296,4190,2804,2044,4291,3101,3829,102,2134,3166,2729,2820,4708,1903,1209,2844,2882
1,3376,1542,3949,1579,1584,3593,942,1585,2293,1854,351,2624,2864,2425,749,1461,2533,4151,2957,3005,2411,1595,734,376,3794,3075,4030,1303,192,3188
2,457,1760,4242,1960,4253,3319,719,4408,860,940,2187,1650,3821,649,913,3815,923,621,1048,4536,1649,4874,891,487,4572,953,4135,1210,3669,471
1,3763,3850,2453,4183,2260,3194,2530,134,2329,891,2149,599,1023,4775,3767,354,3784,525,3347,312,60,702,288,3036,1623,2054,1179,298,2359,1510
1,3499,1249,1672,2704,3265,319,1788,1431,1259,1791,4155,4197,2067,3121,881,1137,4083,1870,4732,3358,1298,1173,2864,2178,2743,1542,4082,920,3527,4899
3,3010,284,4547,4481,3036,3491,3043,332,1110,2275,4320,864,4906,4360,812,3828,4256,4625,2276,1730,306,3402,2409,1854,444,1487,1368,2940,1660,2171
3,1216,44,3044,1592,3384,260,1969,330,1452,547,3199,4781,2808,3990,2132,1801,1205,3098,3461,1173,3432,4447,2750,3102,874,4696,2304,815,4652,2593
3,4408,4370,3148,2355,4739,4667,486,414,454,3616,251,321,2860,305,850,2673,4788,4184,344,1090,177,2897,4970,219,2272,1060,4080,395,3294,1602
4,1228,567,2596,4111,397,4569,2702,4338,3990,1001,268,3963,2545,3440,1702,2959,3905,3984,2056,4271,804,2615,3610,515,1229,46,1395,4134,4357,1782
1,2523,4628,1155,2026,2259,3831,1936,1751,3945,266,4003,2455,840,2141,2598,4117,2721,348,4723,2204,558,4609,927,575,4023,1944,1505,2601,4450,4114
3,3232,3071,1646,2423,3692,3716,3324,3627,2051,4199,3292,284,791,2756,3327,1008,4527,1692,1874,1385,4579,1369,4280,1367,372,1329,1542,3197,988,1489
4,3924,2748,1073,550,4570,2241,1333,258,141,2676,4673,4787,4290,4304,4286,1785,4901,1742,426,2804,2828,2427,1592,2960,4416,3009,1295,1992,4200,814
1,4871,235,2709,1020,1248,2927,4500,4340,3342,588,480,1681,4330,646,3470,4956,2952,1968,3012,4041,3047,3362,4378,3662,3143,2857,3473,1792,2858,2771
1,40,2568,612,3932,2327,2154,4556,2650,1785,1313,4901,2259,4996,4263,3329,2195,3014,4591,3011,892,260,2538,2788,4356,3892,2534,4765,3549,1328,3577
0,3651,3070,2736,1200,67,2340,1817,3282,4546,3477,3556,2174,1776,3584,2488,325,435,1184,3146,4948,63,1354,4521,3789,1552,3272,310,3161,753,1626
4,4656,299,4084,1399,59,1874,2588,4322,4555,1164,3596,3164,1016,784,98,1765,511,2965,1168,984,2894,548,4226,1406,4487,3321,1603,4839,2204,4089
3,63,3216,1623,2469,2491,289,3213,1137,3415,1189,4010,4780,688,2151,1092,2329,1422,1625,3287,3457,933,2922,3115,1662,1936,340,3514,192,1327,2720
