2,2511,4974,3281,2724,143,1113,4405,4419,2474,628,206,2296,4174,3623,4733,840,784,1202,3798,2408
2,1438,1912,1530,3979,683,3965,2158,4020,2982,3452,1138,2468,2623,902,4848,2759,2961,2786,2619,691
0,1179,658,4319,3772,2828,481,608,3707,2684,1777,2746,1576,2873,1997,964,2459,2380,1068,3322,656
3,3923,1058,1179,393,2368,936,1228,786,1258,3152,3068,350,3177,1136,4046,821,1380,4246,3171,2439
3,4788,1545,3537,535,4749,2822,2057,350,1554,1254,3141,616,4853,3126,2278,4020,3827,2728,3443,3006
2,4263,382,1285,825,2341,3457,4091,4734,1277,4728,962,1654,3322,393,3302,369,4070,4312,2103,2070
3,1624,4791,1487,3001,3059,649,215,2052,176,4268,739,4522,3882,1323,3023,1714,4353,901,3891,3652
0,4385,3277,1337,3915,4313,4003,2899,370,2109,4573,2452,1928,322,3743,3123,3033,1981,2111,396,4109
4,2059,77,898,87,4669,1008,688,283,3268,1079,2179,87,3845,3015,4725,4092,4443,3274,300,3609
4,3846,4491,4208,2157,3539,1911,509,2327,3652,3659,3682,1261,430,1703,4761,2080,1114,1637,1422,3603
4,1695,4333,1775,203,930,4728,887,136,1657,707,73,2315,3617,2471,4817,4805,1127,4765,687,775
0,4782,2913,3324,1911,378,4574,189,4325,847,3964,2773,2116,4163,641,1863,2622,4584,1854,1136,735
4,885,1820,3488,3090,4347,3426,1732,4097,3285,204,563,2501,1263,3881,917,29,2282,2014,3903,2286
1,3294,1098,3006,3607,1413,4735,489,4820,1589,118,4568,278,1466,3124,2069,2330,4875,327,1731,4561
3,2949,1137,3428,3125,2117,1095,524,2356,4851,1834,1001,2040,1824,1152,838,1497,2191,4064,297,3446
3,553,1780,913,2515,1685,738,940,3698,4716,1573,1910,2111,2028,2002,136,2614,1726,1108,1323,2172
3,3888,4362,3559,1031,4198,99,1106,1230,3769,2396,855,4848,4425,677,3702,1775,1681,2345,1487,4364
1,1849,1479,3602,3361,3537,1250,4004,3023,2375,1445,3690,973,2063,138,2161,207,323,4217,3062,2520
4,3946,2380,299,4363,1809,1277,135,739,4625,2988,924,1429,3680,1609,1212,1900,744,1323,2358,2958
0,1102,2695,527,527,2569,1960,833,4,3822,390,4586,357,3032,1459,2029,2513,3720,1214,3581,2606
0,1725,1162,593,3944,2891,2690,355,4264,2106,4771,547,1704,875,4311,1581,2214,4508,3711,841,3489
2,111,1151,1884,1742,2185,4324,2728,4494,3554,4438,4546,894,2008,1155,1154,607,4782,2046,4672,3634
1,1569,3506,2012,4317,4374,1384,3675,2894,2180,4759,2745,1033,4204,4025,4652,1374,1552,3003,515,100
4,315,3783,4463,1406,3834,16,4871,3016,237,4073,3121,2828,4226,664,3405,2699,2017,4660,4013,1145
4,4411,812,2361,4560,2832,647,4675,315,3104,4392,2841,3602,4180,1922,5,2884,3785,2159,4494,3706
2,142,2312,3838,1982,1627,4731,4182,390,4362,740,2106,580,3881,180,4386,3836,1526,1522,4613,115
3,150,4756,2976,1549,1319,4297,239,4302,590,4386,1915,3323,807,33,4195,4382,2936,3242,1221,1632
3,889,4575,4259,781,3664,3769,3756,4492,4524,4112,570,3931,2205,4488,2871,225,1011,1137,1734,784
3,3303,996,1006,2603,3041,3382,4586,3630,4798,4927,3295,3927,1431,39,2559,2723,1531,1295,4631,3230
3,3869,3962,112,1729,4618,1770,2720,4912,1473,2127,1261,4042,2240,4739,412,4114,1129,4272,2494,3821
1,4911,4292,2725,3655,2985,1093,4984,808,4669,2440,2123,3618,3090,2041,161,2897,548,2029,3749,3239
4,1502,254,4756,4885,4618,833,4919,1080,184,626,1862,3582,2819,402,1187,3212,130,4186,467,2616
2,3249,1731,2355,4632,129,1712,3667,2537,3575,1911,3519,3319,2685,3180,1357,726,4710,1014,3799,3961
3,1489,1590,4608,952,952,3385,2688,3461,4639,4833,1220,851,4324,2277,3021,4936,1913,499,4360,3682
2,2729,284,2557,818,150,4416,662,3361,4086,2310,2344,4829,2227,801,425,617,2534,3408,4857,3612
3,845,198,2228,909,1136,3559,540,121,2972,717,2888,481,3444,488,1008,659,1903,1940,1662,867
1,1187,501,2051,4473,2026,4692,4666,1403,162,4505,3451,3375,1196,2011,1313,3942,1397,1625,3786,4951
0,2732,1535,4385,1959,2176,1216,3517,2936,2319,4529,1360,3792,312,1769,226,3824,4900,408,3204,3303
3,4787,71,3931,1268,1969,594,2319,4708,1691,3793,705,4576,4012,29,3450,2385,706,4738,2626,899
1,2009,1434,2257,1130,1726,2458,878,4867,883,1636,1895,2697,4681,2351,383,4317,2783,4736,2026,1818
1,4986,2324,4766,1326,1004,3298,4474,719,2045,3849,531,1526,4231,2336,4733,1134,252,3195,4759,552
1,4661,878,3318,4679,2156,1821,228,2151,1741,4992,4384,2226,1078,3321,1801,1488,143,552,1441,2527
0,1393,3935,1297,1120,3568,1123,4770,2292,2683,3532,3573,1307,1400,3361,31,3724,4556,2699,2959,3209
1,3700,2565,3804,3155,703,660,3356,3876,1173,2402,736,1156,4683,4025,4395,4913,50,4793,2702,22
0,3155,2060,2741,2409,3118,1407,2781,3495,2161,2806,2965,4037,3606,4607,3507,2904,1546,4360,3829,1559
4,4853,548,253,1765,894,1970,2032,2010,1453,4911,2862,1792,4950,3914,522,806,1998,730,4837,3428
1,1544,3945,112,3573,4608,1595,2549,3042,4676,1314,1528,435,1478,4576,212,2972,4246,419,813,2803
3,1484,2256,771,3857,4753,3132,168,2158,4998,4703,2354,2974,2605,4913,3765,2435,1685,2405,2984,476
4,2596,4232,627,3924,532,4788,2842,533,1151,152,355,3986,284,1231,2732,2772,2951,4607,4048,368
3,4788,4779,1903,1247,3640,1196,3042,1693,261,1481,1761,1545,612,2911,1154,2461,2996,2481,2058,4348
4,4078,341,4892,2576,2540,3067,1681,2725,1227,504,1158,864,694,2365,1789,182,4287,4099,1644,2221
4,2941,115,1061,4363,3867,543,2650,3989,2275,3039,4570,581,2525,1939,1540,4166,4780,3545,3969,3588
1,2087,4397,339,1810,1141,1598,3929,4104,2313,4602,982,989,1191,1060,2159,1635,1935,738,3233,740
3,3226,1076,3706,2337,3670,1517,1890,3513,3664,2577,1412,4738,3234,3899,394,1085,2984,1121,3626,2993
3,2143,2465,4089,2871,800,2326,2743,4203,2070,1815,3776,4983,3055,2379,2100,3926,4072,4137,4510,1634
3,1215,3794,4477,3627,2393,3729,3798,2506,2253,2639,1698,2966,939,3796,3611,3854,2603,452,4069,4025
4,1008,2311,3176,3728,4559,3860,2131,4842,2374,4540,1513,2223,1019,2764,2933,1308,3176,4349,4034,4975
1,3513,691,4858,867,2868,3124,2426,2394,4416,3139,4560,1999,2681,3763,1456,4868,3357,3836,1184,1165
0,2167,2681,1068,2440,4982,86,3133,3594,939,3685,2456,4545,999,2412,2100,1958,598,535,4870,4198
3,152,2100,1391,1408,686,38,1688,673,4352,1984,4033,2560,1413,2236,2708,616,1284,2362,2243,3688
3,4956,2528,2225,3384,4599,1952,1843,2164,961,4294,674,1780,1011,2754,1782,2385,1951,1544,4718,919
0,1925,2961,2297,2299,1584,2825,4265,4173,4102,1831,1416,2041,1764,3183,51,3594,3444,1585,4173,1412
3,612,3900,2533,2994,1345,1020,2754,4011,2841,2992,661,120,3512,2545,2496,4201,4784,4804,3790,118
3,3572,1543,4151,1557,823,3854,2804,4782,179,2561,4873,2774,2430,22,2941,2689,47,4054,4862,4148
0,2694,4682,4046,2896,1077,3670,3988,285,417,2865,4425,2326,483,1868,1154,4634,3317,3203,4817,4933
0,4084,4359,579,3231,4415,3618,372,4292,3985,2754,541,1131,4276,3730,4925,301,4896,1332,4817,359
4,1856,1478,88,692,4381,4564,2347,1436,4679,2437,738,1252,345,4034,987,3279,435,873,375,1085
0,3931,4875,1362,4370,4099,1867,3425,2368,1753,656,2725,3977,4326,3124,2611,2603,2816,88,1510,150
0,492,117,528,830,1825,4842,929,2767,4431,1777,1808,4779,4900,4747,4238,1944,1325,2723,240,3347
2,450,3352,759,1170,1094,4080,4024,4599,1144,3045,4985,3542,2398,3146,3336,2936,1387,507,1287,926
2,52,4914,4214,922,1945,3803,4500,4609,960,3660,3653,4272,858,467,3527,1012,4664,1562,4097,4183
0,3712,1673,3525,2020,890,4105,3713,4941,2500,3425,4368,2128,2009,2325,1534,1895,622,2716,2027,1437
0,2340,621,1691,441,1470,2969,1713,4327,616,2024,4644,1247,120,3762,3399,507,1002,1879,4875,108
3,3068,3272,4464,1377,272,839,117,2362,4710,4614,2224,1836,1285,4977,1649,3908,4131,3451,20,102
4,3534,2986,121,3024,4823,2689,3153,4682,499,821,527,3717,3695,4926,4264,741,3316,1092,1855,4163
0,408,4425,3039,4448,4763,4482,3892,1580,3923,3632,3736,2439,1467,3258,3916,3561,3255,1984,2355,907
1,683,224,281,2687,1369,1080,4685,1823,1225,2002,1575,1882,2350,390,4621,4270,774,3070,2647,2958
2,2563,35,1924,2919,1989,1383,1847,1591,1788,657,2846,2412,2161,2818,1502,4910,3198,1692,2048,4924
1,755,2980,739,2150,2513,3727,2767,3668,3960,210,468,1399,2061,358,2591,1757,3820,4364,4969,2959
1,3323,1181,1415,1561,1669,4957,4276,198,3966,295,4628,551,1308,3415,4719,2054,269,2432,4444,4792
4,4491,1534,4828,1865,2308,1367,1709,2849,3051,4142,1285,2291,4743,2260,2495,3265,884,3378,3980,2325
3,4938,4100,3810,4728,4293,4810,957,3313,3755,2517,3687,180,4854,1435,3440,2539,1380,3112,355,276
1,1012,1241,893,1812,3898,1629,4443,4143,114,3423,4343,1054,455,4141,2209,995,3552,1935,3608,2705
0,2392,238,1620,3972,4525,4582,2139,3261,3759,858,4259,1734,4271,887,1686,837,1766,935,195,3962
1,2708,866,3372,385,4501,3340,2242,1264,458,3813,427,2268,1262,1644,2349,1895,2412,2810,3713,304
2,2503,4984,4752,2840,1531,1545,2138,911,3819,4343,1480,3370,2258,2417,4702,3267,230,3163,3827,2030
2,4186,4846,3152,35,4448,3840,939,3116,2435,2436,4560,1829,2023,158,468,3799,876,2761,1415,1977
0,895,934,3501,3915,4672,4723,3129,3187,2394,1055,68,4232,2813,2218,3995,3828,1027,3197,811,1701
3,3485,3040,3608,3886,96,4762,1099,4971,1324,3597,3401,3427,3370,1072,547,4815,3573,4964,4591,4466
3,1244,2522,1479,2570,309,2447,1847,1986,4410,487,124,3437,510,1626,2266,2458,874,3,1609,3079
2,1018,458,2362,2143,3323,3200,1990,609,4413,2319,1196,4844,2412,4492,728,2964,2613,4024,4541,4965
1,4193,1996,2928,4299,4612,4390,2748,3809,1545,1015,2118,4817,502,4468,900,30,3082,2117,4989,3948
